@RELATION 'BUG_CRASH'

@ATTRIBUTE Comment string
@ATTRIBUTE Class-Attribute {Crash,Bug,Other}

@DATA
'everal times the site locked up requiring rework eceipt attachment is cumbersome eed itemization to reconcile to a total by default instead of requiring user to do the math',Crash
'here is a glitch in concur system that not allowing to save my comments',Crash
'ileage calculator is not functioning correctly t does not necessarily suggest the most efficient route and does not effectively allow for actual route taken t allows has a very bad glitch when you request it calculate ound rip causing you to have separate entries',Crash
'idnt crash this time',Crash
'his website has been more than terrible o access for  days! rashed while in middle of report and could not finish for  days!!!',Crash
'ploading medium sized attachments often makes the page timeout',Crash
'ecipts not uploading in from xpenset',Crash
'ploading the required receipts is time consuming and repetitive',Crash
'ots of problems uploading receipts and finally had to have an administrator do it',Crash
'aving issues loading and using the Concur pp on my company amsung',Crash
' had to get help with this local expense report y chargelines were all locked with travel chargelineshis one wasnt travel here is no explanations for helping with local expense reports when you go to the ravel site & search for local expense report helpm not an  and this is an unusual ocal expense report but  have now wasted  hours of my time on something that should take    minutesuite bluntly   stinks for local expense report help  dont do it enough to know the dos & donts and you change the processes al least annually if not faster( &  we dont have a  anymore so  cant just push this off on someone else & go back to doing what the company actually hired me to do )',Crash
